Gene_ID,Gene_Annotation ,Expression_values,Gene_length,Unique_gene_reads,Total_gene_reads,RPKM
g12329.t1,Not Available,10,597,10,23,1.9248
g1233.t1,transcription factor tos4,124,1551,124,602,19.3915
g12330.t1,ob-fold nucleic acid binding domain-containing protein,198,1404,198,328,11.6717
g12331.t1,Not Available,8,294,8,14,2.3791
g12332.t1,Not Available,281,957,281,338,17.6454
g12333.t1,homocitrate synthase,1484,991,1484,1693,85.3514
g12334.t1,het-e,1159,1491,1159,1159,38.8359
g12335.t1,hypothetical protein CTHT_0035170 [Chaetomium thermophilum var. thermophilum DSM 1495],148,612,148,148,12.0820
g12336.t1,Not Available,42,1371,42,49,1.7856
g12337.t1,Not Available,0,354,0,2,0.2823
g12338.t1,domain-containing protein,805,3606,805,1123,15.5590
g12339.t1,Not Available,0,759,0,3,0.1975
g1234.t1,Not Available,58,1488,58,284,9.5355
g12340.t1,Not Available,0,666,0,0,0.0000
g12341.t1,helix-loop-helix dna-binding domain-containing protein,2877,1029,2877,2877,139.6856
g12342.t1,Not Available,122,618,122,264,21.3424
g12343.t1,ccr4-not transcription complex subunit 7,3955,4443,3955,5562,62.5435
g12344.t1,nadh-ubiquinone oxidoreductase b12,1016,261,1016,1133,216.8786
g12345.t1,Not Available,33,309,33,49,7.9225
g12346.t1,hypothetical protein CCM_07370 [Cordyceps militaris CM01],116,2112,116,160,3.7849
g12347.t1,Not Available,39,1152,39,60,2.6021
g12348.t1,eukaryotic translation initiation factor 6,1890,741,1890,3736,251.8929
g12349.t1,hypothetical protein MAC_05014 [Metarhizium acridum CQMa 102],473,1470,473,848,28.8208
g1235.t1,palmitoyl protein thioesterase,671,2499,671,2386,47.7014
g12350.t1,Not Available,249,1467,249,449,15.2913
g12351.t1,hypothetical protein MAA_03077 [Metarhizium anisopliae ARSEF 23],12,723,12,29,2.0040
g12352.t1,Not Available,1,1272,1,6,0.2357
g12353.t1,dna damage tolerance protein rad31,194,1110,194,292,13.1428
g12354.t1,hypothetical protein GLRG_03723 [Glomerella graminicola M1.001],288,3321,288,393,5.9122
g12355.t1,Not Available,2,1815,2,4,0.1101
g12356.t1,histone h3 lysine 36 methyltransferase,177,2688,177,348,6.4681
g12357.t1,Not Available,8,2091,8,19,0.4540
g12358.t1,hypothetical protein THITE_2043056 [Thielavia terrestris NRRL 8126],213,2507,213,213,4.2448
g12359.t1,Not Available,896,912,896,2873,157.3867
g1236.t1,ribosomal protein l1,94,1227,94,217,8.8357
g12360.t1,allergen asp f7,0,816,0,1,0.0612
g12361.t1,hypothetical protein VDAG_08612 [Verticillium dahliae VdLs.17],640,2250,640,771,17.1198
g12362.t1,Not Available,4,1293,4,4,0.1546
g12363.t1,eukaryotic translation initiation factor 3 subunit f,517,1077,517,1364,63.2741
g12364.t1,Not Available,106,912,106,343,18.7900
g12365.t1,r3h domain-containing protein,2202,2313,2202,2420,52.2717
g12366.t1,Not Available,1,699,1,1,0.0715
g12367.t1,Not Available,953,3480,953,2320,33.3070
g12368.t1,hypothetical protein CH063_03618 [Colletotrichum higginsianum],138,1500,138,174,5.7954
g12369.t1,myo-inositol-1-phosphate synthase,1825,1626,1825,7258,223.0097
g1237.t1,Not Available,97,798,97,649,40.6321
g12370.t1,Not Available,3,582,3,3,0.2575
g12371.t1,lim domain-containing protein,234,2139,234,234,5.4655
g12372.t1,px domain-containing protein,1401,3243,1401,1401,21.5833
g12373.t1,rna polymerase ii transcriptional,309,447,309,309,34.5365
g12374.t1,pantothenate transporter liz1,182,1572,182,243,7.7229
g12375.t1,Not Available,37,939,37,60,3.1924
g12376.t1,capsule polysaccharide biosynthesis protein,282,1065,282,410,19.2336
g12377.t1,Not Available,0,564,0,0,0.0000
g12378.t1,Not Available,1145,705,1145,1980,140.3148
g12379.t1,cfem domain-containing protein,1711,621,1711,3181,255.9171
g1238.t1,c-type cyclin,270,1350,270,307,11.3614
g12380.t1,Not Available,53,849,53,81,4.7666
g12381.t1,5-oxoprolinase,272,2093,272,406,9.6913
g12382.t1,Not Available,0,654,0,1,0.0764
g12383.t1,atp-dependent rna helicase eif4a,1647,729,1647,7204,493.7117
g12384.t1,unnamed protein product [Ostreococcus tauri],2,654,2,15,1.1459
g12385.t1,coatomer zeta subunit,2021,1908,2021,2133,55.8521
g12386.t1,translation initiation protein sua5,13,1308,13,13,0.4965
g12387.t1,cell division control protein 54,439,3834,439,946,12.3273
g12388.t1,Not Available,0,1962,0,4,0.1019
g12389.t1,mediator of rna polymerase ii transcription subunit 6,113,1530,113,184,6.0083
g1239.t1,Not Available,16,528,16,23,2.1763
g12390.t1,Not Available,6,1134,6,10,0.4406
g12391.t1,transmembrane alpha-helix domain-containing protein,43,1017,43,83,4.0774
g12392.t1,serine threonine-protein kinase cbk1,128,2751,128,199,3.6140
g12393.t1,Not Available,2,1389,2,4,0.1439
g12394.t1,will die slowly,289,4356,289,552,6.3311
g12395.t1,sphingomyelinase family,57,1476,57,72,2.4371
g12396.t1,hypothetical protein CHGG_01872 [Chaetomium globosum CBS 148.51],0,618,0,2,0.1617
g12397.t1,e3 ubiquitin-protein ligase ubr1,1460,7140,1460,2491,17.4302
g12398.t1,Not Available,0,1476,0,4,0.1354
g12399.t1,Not Available,1,1647,1,3,0.0910
g124.t1,alpha-amylase a type-3 precursor,160,1392,160,612,21.9654
g1240.t1,endoplasmic reticulum protein,1072,837,1072,1710,102.0700
g12400.t1,Not Available,277,3024,277,384,6.3442
g12401.t1,calcium-translocating p-type atpase,195,3996,195,249,3.1132
g12402.t1,rna binding protein,183,621,183,340,27.3536
g12403.t1,Not Available,99,642,99,184,14.3189
g12404.t1,rwd domain protein,276,1413,276,601,21.2500
g12405.t1,tpr domain-containing protein,46,1620,46,105,3.2382
g12406.t1,riboflavin synthase alpha chain,388,2184,388,710,16.2418
g12407.t1,crossover junction endonuclease mus81,11,2277,11,18,0.3949
g12408.t1,hnrnp arginine n-methyltransferase,813,2129,813,3019,70.8459
g12409.t1,n-acetylglucosamine-phosphate mutase,321,2223,321,1238,27.8233
g1241.t1,Not Available,939,825,939,1467,88.8390
g12410.t1,alcohol dehydrogenase,86,3018,86,387,6.4065
g12411.t1,benzoate 4-monooxygenase,122,1545,122,938,30.3320
g12412.t1,Not Available,30,2265,30,64,1.4117
g12413.t1,cutinase transcription factor 1 beta,723,2901,723,1251,21.5445
g12414.t1,Not Available,0,321,0,0,0.0000
g12415.t1,protein kinase-like domain,21,888,21,51,2.8694
g12416.t1,Not Available,0,585,0,1,0.0854
g12417.t1,ricin b lectin,1,1065,1,2,0.0938
g12418.t1,Not Available,0,969,0,0,0.0000
g12419.t1,Not Available,25,840,25,142,8.4457
g1242.t1,hypothetical protein VDAG_04875 [Verticillium dahliae VdLs.17],117,720,117,117,8.1186
g12420.t1,Not Available,106,831,106,664,39.9203
g12421.t1,Not Available,2,450,2,2,0.2220
g12422.t1,Not Available,1,498,1,3,0.3010
g12423.t1,mfs sugar,162,3870,162,170,2.1946
g12424.t1,Not Available,0,669,0,0,0.0000
g12425.t1,Not Available,1,531,1,1,0.0941
g12426.t1,carboxylesterase family protein,332,1680,332,332,9.8732
g12427.t1,c6 transcription,283,2235,283,297,6.6391
g12428.t1,Not Available,6,327,6,10,1.5278
g12429.t1,glutamyl-trna amidotransferase subunit a,869,1377,869,869,31.5292
g1243.t1,sugar transport protein 4,1,1548,1,2,0.0645
g12430.t1,abc multidrug,4,4239,4,4,0.0471
g12431.t1,Not Available,0,1941,0,0,0.0000
g12432.t1,hypothetical protein FOXB_07179 [Fusarium oxysporum Fo5176],491,3297,491,877,13.2895
g12433.t1,rna polymerase iii transcription factor tfiiic subunit,91,4644,91,164,1.7643
g12434.t1,Not Available,341,3840,341,719,9.3546
g12435.t1,protein vts1,1187,1836,1187,3634,98.8871
g12436.t1,Not Available,39,1107,39,125,5.6414
g12437.t1,peroxisomal adenine nucleotide transporter 1,222,1008,222,714,35.3887
g12438.t1,palb protein,302,2715,302,400,7.3607
g12439.t1,c2h2 type zinc finger domain-containing protein,607,4059,607,933,11.4839
g1244.t1,Not Available,0,816,0,0,0.0000
g12440.t1,Not Available,92,1422,92,167,5.8674
g12441.t1,alcohol dehydrogenase,613,1032,613,1134,54.8985
g12442.t1,Not Available,69,1023,69,123,6.0070
g12443.t1,sen15_neucr ame: full=probable trna-splicing endonuclease subunit sen-15 ame: full=trna-intron endonuclease sen-15,46,501,46,46,4.5872
g12444.t1,Not Available,1,720,1,1,0.0694
g12445.t1,Not Available,52,864,52,70,4.0477
g12446.t1,ebp domain,89,804,89,106,6.5868
g12447.t1,Not Available,60,1011,60,210,10.3776
g12448.t1,2og-fe oxygenase family oxidoreductase,22,945,22,79,4.1766
g12449.t1,Not Available,522,576,522,2227,193.1635
g1245.t1,fungal specific transcription factor,143,1953,143,175,4.4768
g12450.t1,hypothetical protein FG06711.1 [Gibberella zeae PH-1],148,543,148,675,62.1057
g12451.t1,pumilio domain-containing protein,839,3045,839,1136,18.6388
g12452.t1,moz protein represents a chromatin-associated acetyltransferase,86,1389,86,161,5.7910
g12453.t1,Not Available,0,973,0,0,0.0000
g12454.t1,rnase p rpr2 rpp21 subunit domain-containing protein,74,474,74,80,8.4322
g12455.t1,qde-2-interacting protein,2554,3153,2554,4946,78.3714
g12456.t1,atp-dependent rna helicase,1435,1509,1435,4232,140.1147
g12457.t1,Not Available,93,462,93,93,10.0570
g12458.t1,Not Available,408,873,408,408,23.3493
g12459.t1,g1 s-specific cyclin pas1,5261,1935,5261,10376,267.9022
g1246.t1,Not Available,0,585,0,0,0.0000
g12460.t1,Not Available,3,1155,3,8,0.3460
g12461.t1,inner membrane magnesium transporter mrs2,170,2742,170,260,4.7373
g12462.t1,hypothetical protein TRIVIDRAFT_200754 [Trichoderma virens Gv29-8],33,1143,33,48,2.0981
g12463.t1,dna repair endonuclease xpf,219,4692,219,398,4.2379
g12464.t1,Not Available,8,1770,8,22,0.6210
g12465.t1,Not Available,0,429,0,2,0.2329
g12466.t1,meiotically up-regulated gene 182 protein,309,780,309,309,19.7921
g12467.t1,Not Available,37,441,37,41,4.6449
g12468.t1,br serine threonine-protein kinase,609,3738,609,749,10.0108
g12469.t1,Not Available,0,354,0,0,0.0000
g1247.t1,dimethylaniline monooxygenase,2,3048,2,2,0.0328
g12470.t1,Not Available,0,498,0,5,0.5016
g12471.t1,Not Available,2712,2757,2712,5869,106.3542
g12472.t1,malate synthase,9775,1629,9775,28150,863.3454
g12473.t1,Not Available,69,540,69,69,6.3838
g12474.t1,Not Available,42,2139,42,129,3.0130
g12475.t1,delta 1-pyrroline-5-carboxylate dehydrogenase,2773,1752,2773,10673,304.3545
g12476.t1,Not Available,212,927,212,463,24.9533
g12477.t1,transcription factor,1107,2445,1107,1809,36.9647
g12478.t1,Not Available,4,600,4,8,0.6661
g12479.t1,Not Available,30,321,30,33,5.1361
g1248.t1,Not Available,0,504,0,0,0.0000
g12480.t1,Not Available,18,339,18,18,2.6528
g12481.t1,Not Available,3,1494,3,3,0.1003
g12482.t1,ankyrin repeat protein,910,5424,910,1389,12.7941
g12483.t1,Not Available,59,1590,59,159,4.9961
g12484.t1,Not Available,3,564,3,3,0.2657
g12485.t1,Not Available,10,951,10,10,0.5253
g12486.t1,Not Available,9,1143,9,9,0.3934
g12487.t1,Not Available,26,582,26,64,5.4939
g12488.t1,cfem domain,250,489,250,665,67.9423
g12489.t1,major facilitator superfamily transporter,829,2001,829,1019,25.4422
g1249.t1,Not Available,0,609,0,0,0.0000
g12490.t1,protein,2377,3258,2377,3331,51.0800
g12491.t1,Not Available,144,477,144,305,31.9454
g12492.t1,sporulation protein sps19,424,942,424,591,31.3447
g12493.t1,hypothetical protein GLRG_04375 [Glomerella graminicola M1.001],936,1857,936,1455,39.1452
g12494.t1,Not Available,109,1815,109,182,5.0098
g12495.t1,integral membrane protein,1495,4179,1495,2680,32.0398
g12496.t1,Not Available,1,582,1,3,0.2575
g12497.t1,Not Available,13,2253,13,23,0.5100
g12498.t1,px domain-containing protein,929,2919,929,2208,37.7913
g12499.t1,Not Available,0,612,0,1,0.0816
g125.t1,hypothetical protein AOR_1_396034 [Aspergillus oryzae RIB40],348,774,348,446,28.7886
g1250.t1,alpha beta hydrolase fold protein,2,1104,2,2,0.0905
g12500.t1,conserved hypothetical protein [Clavispora lusitaniae ATCC 42720],189,4179,189,617,7.3763
g12501.t1,succinate dehydrogenase flavoprotein mitochondrial precursor,1892,2532,1892,6805,134.2739
g12502.t1,px domain-containing protein,1035,1188,1035,1558,65.5207
g12503.t1,Not Available,12,792,12,23,1.4509
g12504.t1,Not Available,53,612,53,77,6.2859
g12505.t1,hypothetical protein CH063_09080 [Colletotrichum higginsianum],1676,4200,1676,2278,27.0977
g12506.t1,Not Available,34,909,34,77,4.2321
g12507.t1,splicing factor u2af subunit,1694,2475,1694,2133,43.0569
g12508.t1,oxysterol-binding protein,411,1524,411,570,18.6860
g12509.t1,Not Available,82,660,82,123,9.3108
g1251.t1,cytochrome p450,1,2031,1,2,0.0492
g12510.t1,elmo ced-12 family protein,208,2130,208,362,8.4909
g12511.t1,Not Available,0,975,0,0,0.0000
g12512.t1,g-patch domain-containing protein,86,1041,86,101,4.8473
g12513.t1,Not Available,0,429,0,0,0.0000
g12514.t1,hypothetical protein CH063_04751 [Colletotrichum higginsianum],117,3330,117,363,5.4462
g12515.t1,nop14-like family protein,189,2769,189,403,7.2713
g12516.t1,Not Available,0,882,0,5,0.2832
g12517.t1,cap-gly domain-containing protein,735,2403,735,1380,28.6915
g12518.t1,hypothetical protein CH063_14892 [Colletotrichum higginsianum],0,483,0,0,0.0000
g12519.t1,Not Available,12,1023,12,35,1.7093
g1252.t1,Not Available,0,771,0,1,0.0648
g12520.t1,serine threonine protein,811,1791,811,1282,35.7618
g12521.t1,Not Available,2,747,2,5,0.3344
g12522.t1,Not Available,0,399,0,1,0.1252
g12523.t1,Not Available,160,2784,160,650,11.6646
g12524.t1,glycoside hydrolase family 38 protein,1055,3240,1055,3938,60.7237
g12525.t1,60s ribosomal protein,50,368,50,67,9.0961
g12526.t1,heat shock protein,3750,2445,3750,4800,98.0821
g12527.t1,Not Available,81,420,81,128,15.2261
g12528.t1,Not Available,180,384,180,326,42.4144
g12529.t1,negative regulator of the pho system,442,1743,442,1673,47.9541
g1253.t1,amidohydrolase family protein,0,1212,0,0,0.0000
g12530.t1,zinc finger containing protein,95,1800,95,377,10.4640
g12531.t1,Not Available,6,1359,6,22,0.8088
g12532.t1,tafazzin,45,1341,45,133,4.9551
g12533.t1,saga complex component,380,1758,380,467,13.2717
g12534.t1,Not Available,24,1281,24,32,1.2480
g12535.t1,cell division control protein,3417,4146,3417,3675,44.2849
g12536.t1,Not Available,88,1206,88,110,4.5569
g12537.t1,Not Available,62,1653,62,76,2.2970
g12538.t1,Not Available,58,2376,58,66,1.3878
g12539.t1,Not Available,578,1308,578,593,22.6503
g1254.t1,Not Available,0,2112,0,0,0.0000
g12540.t1,c2h2 finger domain,688,2427,688,4000,82.3413
g12541.t1,Not Available,0,885,0,4,0.2258
g12542.t1,Not Available,58,1266,58,369,14.5620
g12543.t1,glycoside hydrolase family 16 protein,5527,1839,5527,6716,182.4552
g12544.t1,Not Available,1717,1932,1717,2076,53.6843
g12545.t1,upf0023 family protein,30,936,30,795,42.4344
g12546.t1,Not Available,0,900,0,29,1.6098
g12547.t1,Not Available,79,501,79,79,7.8780
g12548.t1,Not Available,123,1128,123,123,5.4478
g12549.t1,Not Available,34,2244,34,84,1.8702
g1255.t1,aldehyde dehydrogenase,261,2184,261,335,7.6634
g12550.t1,3 -cyclic-nucleotide phosphodiesterase rega,658,2673,658,1310,24.4850
g12551.t1,beta-galactosidase beta-glucuronidase,3,312,3,4,0.6405
g12552.t1,Not Available,2,675,2,2,0.1480
g12553.t1,beta-galactosidase beta-glucuronidase,6,1206,6,7,0.2900
g12554.t1,predicted protein [Chaetomium globosum CBS 148.51],9,777,9,20,1.2860
g12555.t1,cell-cycle checkpoint protein,0,954,0,0,0.0000
g12556.t1,c6 transcription factor,146,2376,146,146,3.0700
g12557.t1,gluconolactonase precursor,8,1200,8,8,0.3331
g12558.t1,mfs transporter,115,1530,115,115,3.7552
g12559.t1,hypothetical protein NECHADRAFT_51213 [Nectria haematococca mpVI 77-13-4],25,960,25,25,1.3011
g1256.t1,aldehyde dehydrogenase,737,3630,737,1735,23.8792
g12560.t1,caib baif family enzyme,379,3516,379,379,5.3854
g12561.t1,gdsl-like lipase acylhydrolase,0,747,0,0,0.0000
g12562.t1,fungal specific transcription,606,2328,606,695,14.9152
g12563.t1,Not Available,0,456,0,0,0.0000
g12564.t1,c6 transcription factor,687,1869,687,687,18.3643
g12565.t1,phenylacetyl- ligase,134,1740,134,158,4.5366
g12566.t1,Not Available,0,330,0,1,0.1514
g12567.t1,steroid monooxygenase,375,3513,375,375,5.3331
g12568.t1,2-deoxy-d-gluconate 3-dehydrogenase,17,786,17,17,1.0806
g12569.t1,hypothetical protein NECHADRAFT_86292 [Nectria haematococca mpVI 77-13-4],0,1647,0,0,0.0000
g1257.t1,fad nad -binding domain-containing protein,38,2412,38,118,2.4442
g12570.t1,Not Available,0,390,0,0,0.0000
g12571.t1,3-hydroxyisobutyrate dehydrogenase,2,948,2,6,0.3162
g12572.t1,4-carboxymuconolactone decarboxylase,1,432,1,1,0.1156
g12573.t1,succinate-semialdehyde dehydrogenase,0,1488,0,0,0.0000
g12574.t1,Not Available,0,933,0,0,0.0000
g12575.t1,pol-like protein,9,636,9,9,0.7070
g12576.t1,conidiation protein con-,35,414,35,35,4.2237
g12577.t1,hypothetical protein VDAG_02367 [Verticillium dahliae VdLs.17],6,420,6,6,0.7137
g12578.t1,Not Available,0,564,0,0,0.0000
g12579.t1,conidiation-specific protein 10,49,252,49,49,9.7146
g1258.t1,Not Available,0,441,0,0,0.0000
g12580.t1,mfs multidrug,122,4707,122,134,1.4223
g12581.t1,Not Available,0,375,0,1,0.1332
g12582.t1,Not Available,10,756,10,19,1.2556
g12583.t1,nitrate assimilation regulatory protein nira,265,2883,265,310,5.3721
g12584.t1,Not Available,0,219,0,0,0.0000
g12585.t1,methylthioribose-1-phosphate isomerase,339,1170,339,488,20.8382
g12586.t1,protein kinase-like domain,2,390,2,2,0.2562
g12587.t1,potassium transporter,92,2367,92,157,3.3138
g12588.t1,calcium-transporting atpase 3,428,3255,428,644,9.8847
g12589.t1,chromate transporter,2399,1725,2399,2399,69.4814
g1259.t1,cytochrome p450,34,534,34,34,3.1810
g12590.t1,env homologue,211,1359,211,212,7.7937
g12591.t1,Not Available,1042,468,1042,1042,111.2370
g12592.t1,hypothetical protein FOXB_12850 [Fusarium oxysporum Fo5176],1113,2436,1113,1501,30.7844
g12593.t1,Not Available,0,372,0,0,0.0000
g12594.t1,Not Available,0,354,0,0,0.0000
g12595.t1,ell-associated factor,1521,5229,1521,3136,29.9630
g12596.t1,Not Available,0,957,0,1,0.0522
g12597.t1,chitin biosynthesis protein chs5,679,2082,679,1073,25.7482
g12598.t1,Not Available,0,882,0,5,0.2832
g12599.t1,popld domain-containing protein,193,2775,193,211,3.7988
g126.t1,Not Available,0,291,0,0,0.0000
g1260.t1,Not Available,3,477,3,5,0.5237
g12600.t1,exosome complex exonuclease rrp40,1070,5307,1070,1724,16.2299
g12601.t1,hsp70-like protein,2260,5163,2260,3913,37.8647
g12602.t1,Not Available,0,450,0,3,0.3331
g12603.t1,nonsense-mediated mrna decay protein 1,0,837,0,0,0.0000
g12604.t1,Not Available,0,360,0,0,0.0000
g12605.t1,nonsense-mediated mrna decay protein 1,10,1719,10,17,0.4941
g12606.t1,Not Available,0,768,0,2,0.1301
g12607.t1,Not Available,123,6157,123,722,5.8586
g12608.t1,acyl- thioesterase ii,28,963,28,95,4.9286
g12609.t1,oxysterol-binding protein,1652,3828,1652,7753,101.1871
g1261.t1,hypothetical protein FG02951.1 [Gibberella zeae PH-1],28,576,28,41,3.5562
g12610.t1,Not Available,437,1205,437,5749,238.3595
g12611.t1,Not Available,5,543,5,5,0.4600
g12612.t1,Not Available,75,264,75,75,14.1933
g12613.t1,Not Available,3,549,3,3,0.2730
g12614.t1,Not Available,8,489,8,8,0.8174
g12615.t1,hypothetical protein CTHT_0025890 [Chaetomium thermophilum var. thermophilum DSM 1495],15,951,15,22,1.1558
g12616.t1,Not Available,2,507,2,4,0.3942
g12617.t1,wd repeat domain-containing protein,96,2052,96,262,6.3790
g12618.t1,glycosyltransferase family 15 protein,459,2136,459,1144,26.7579
g12619.t1,gamma-tubulin complex component,329,2718,329,373,6.8562
g1262.t1,pirin domain,78,870,78,78,4.4792
g12620.t1,Not Available,0,525,0,0,0.0000
g12621.t1,mitochondrial n -glutamine methyltransferase mtq1,617,1587,617,792,24.9331
g12622.t1,Not Available,1,336,1,2,0.2974
g12623.t1,dna-directed rna polymerase ii subunit rpb11,6327,381,6327,8809,1155.1248
